"COU","Country","VAR","Variable","CO2","Country of origin","YEA","Year","Value","Flag Codes","Flags"
"HUN","Hungary","TNBD","Total number of doctors","TOT","Total","2008","2008",37409,,
"HUN","Hungary","TNBD","Total number of doctors","TOT","Total","2009","2009",37102,,
"HUN","Hungary","TNBD","Total number of doctors","TOT","Total","2010","2010",33770,,
"HUN","Hungary","TNBD","Total number of doctors","TOT","Total","2011","2011",32966,,
"HUN","Hungary","TNBD","Total number of doctors","TOT","Total","2012","2012",33454,,
"HUN","Hungary","TNBD","Total number of doctors","TOT","Total","2013","2013",32668,,
"HUN","Hungary","DTRD","Domestically-trained doctors","TOT","Total","2004","2004",35295,,
"HUN","Hungary","DTRD","Domestically-trained doctors","TOT","Total","2005","2005",35083,,
"HUN","Hungary","DTRD","Domestically-trained doctors","TOT","Total","2006","2006",34991,,
"HUN","Hungary","DTRD","Domestically-trained doctors","TOT","Total","2007","2007",34743,,
"HUN","Hungary","DTRD","Domestically-trained doctors","TOT","Total","2008","2008",34525,,
"HUN","Hungary","DTRD","Domestically-trained doctors","TOT","Total","2009","2009",34251,,
"HUN","Hungary","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",31161,,
"HUN","Hungary","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",30441,,
"HUN","Hungary","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",30970,,
"HUN","Hungary","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",30198,,
"HUN","Hungary","FTDS","Foreign-trained doctors - Stock","TOT","Total","2004","2004",2939,,
"HUN","Hungary","FTDS","Foreign-trained doctors - Stock","TOT","Total","2005","2005",2926,,
"HUN","Hungary","FTDS","Foreign-trained doctors - Stock","TOT","Total","2006","2006",2917,,
"HUN","Hungary","FTDS","Foreign-trained doctors - Stock","TOT","Total","2007","2007",2897,,
"HUN","Hungary","FTDS","Foreign-trained doctors - Stock","TOT","Total","2008","2008",2884,,
"HUN","Hungary","FTDS","Foreign-trained doctors - Stock","TOT","Total","2009","2009",2851,,
"HUN","Hungary","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",2609,,
"HUN","Hungary","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",2525,,
"HUN","Hungary","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",2484,,
"HUN","Hungary","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",2470,,
"HUN","Hungary","SFTD","% of foreign-trained doctors","TOT","Total","2004","2004",7.687,,
"HUN","Hungary","SFTD","% of foreign-trained doctors","TOT","Total","2005","2005",7.698,,
"HUN","Hungary","SFTD","% of foreign-trained doctors","TOT","Total","2006","2006",7.695,,
"HUN","Hungary","SFTD","% of foreign-trained doctors","TOT","Total","2007","2007",7.697,,
"HUN","Hungary","SFTD","% of foreign-trained doctors","TOT","Total","2008","2008",7.709,,
"HUN","Hungary","SFTD","% of foreign-trained doctors","TOT","Total","2009","2009",7.684,,
"HUN","Hungary","SFTD","% of foreign-trained doctors","TOT","Total","2010","2010",7.726,,
"HUN","Hungary","SFTD","% of foreign-trained doctors","TOT","Total","2011","2011",7.659,,
"HUN","Hungary","SFTD","% of foreign-trained doctors","TOT","Total","2012","2012",7.425,,
"HUN","Hungary","SFTD","% of foreign-trained doctors","TOT","Total","2013","2013",7.561,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2000","2000",95,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2001","2001",64,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2002","2002",109,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2003","2003",116,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2004","2004",170,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2005","2005",190,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2006","2006",168,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2007","2007",110,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2008","2008",55,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2009","2009",43,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",35,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",51,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",78,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",54,,
"HUN","Hungary","TNBN","Total number of nurses","TOT","Total","2013","2013",53323,,
"HUN","Hungary","DTRN","Domestically-trained nurses","TOT","Total","2013","2013",52673,,
"HUN","Hungary","FTNS","Foreign-trained nurses - Stock","TOT","Total","2013","2013",650,,
"HUN","Hungary","SFTN","% of foreign-trained nurses","TOT","Total","2013","2013",1.219,,
"HUN","Hungary","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",15,,
"IRL","Ireland","TNBD","Total number of doctors","TOT","Total","2011","2011",18812,,
"IRL","Ireland","TNBD","Total number of doctors","TOT","Total","2012","2012",18184,,
"IRL","Ireland","TNBD","Total number of doctors","TOT","Total","2013","2013",18160,,
"IRL","Ireland","TNBD","Total number of doctors","TOT","Total","2014","2014",19066,,
"IRL","Ireland","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",12088,,
"IRL","Ireland","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",11859,,
"IRL","Ireland","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",11909,,
"IRL","Ireland","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",12182,,
"IRL","Ireland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",6708,,
"IRL","Ireland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",5935,,
"IRL","Ireland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",6214,,
"IRL","Ireland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",6877,,
"IRL","Ireland","UUUD","Unknown place of training (doctors)","TOT","Total","2011","2011",16,,
"IRL","Ireland","UUUD","Unknown place of training (doctors)","TOT","Total","2012","2012",390,,
"IRL","Ireland","UUUD","Unknown place of training (doctors)","TOT","Total","2013","2013",37,,
"IRL","Ireland","UUUD","Unknown place of training (doctors)","TOT","Total","2014","2014",7,,
"IRL","Ireland","SFTD","% of foreign-trained doctors","TOT","Total","2011","2011",35.658,,
"IRL","Ireland","SFTD","% of foreign-trained doctors","TOT","Total","2012","2012",32.639,,
"IRL","Ireland","SFTD","% of foreign-trained doctors","TOT","Total","2013","2013",34.218,,
"IRL","Ireland","SFTD","% of foreign-trained doctors","TOT","Total","2014","2014",36.069,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",683,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",855,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",783,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",832,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",871,,
"IRL","Ireland","TNBN","Total number of nurses","TOT","Total","2000","2000",57059,,
"IRL","Ireland","TNBN","Total number of nurses","TOT","Total","2001","2001",67077,,
"IRL","Ireland","TNBN","Total number of nurses","TOT","Total","2002","2002",58981,,
"IRL","Ireland","TNBN","Total number of nurses","TOT","Total","2003","2003",60774,,
"IRL","Ireland","TNBN","Total number of nurses","TOT","Total","2004","2004",62639,,
"IRL","Ireland","TNBN","Total number of nurses","TOT","Total","2005","2005",65415,,
"IRL","Ireland","TNBN","Total number of nurses","TOT","Total","2006","2006",67245,,
"IRL","Ireland","TNBN","Total number of nurses","TOT","Total","2007","2007",68614,,
"IRL","Ireland","TNBN","Total number of nurses","TOT","Total","2008","2008",68483,,
"IRL","Ireland","TNBN","Total number of nurses","TOT","Total","2009","2009",67415,,
"IRL","Ireland","TNBN","Total number of nurses","TOT","Total","2010","2010",67130,,
"IRL","Ireland","TNBN","Total number of nurses","TOT","Total","2011","2011",66888,,
"IRL","Ireland","TNBN","Total number of nurses","TOT","Total","2012","2012",66409,,
"IRL","Ireland","SFTN","% of foreign-trained nurses","TOT","Total","2000","2000",0,,
"IRL","Ireland","SFTN","% of foreign-trained nurses","TOT","Total","2001","2001",0,,
"IRL","Ireland","SFTN","% of foreign-trained nurses","TOT","Total","2002","2002",0,,
"IRL","Ireland","SFTN","% of foreign-trained nurses","TOT","Total","2003","2003",0,,
"IRL","Ireland","SFTN","% of foreign-trained nurses","TOT","Total","2004","2004",0,,
"IRL","Ireland","SFTN","% of foreign-trained nurses","TOT","Total","2005","2005",0,,
"IRL","Ireland","SFTN","% of foreign-trained nurses","TOT","Total","2006","2006",0,,
"IRL","Ireland","SFTN","% of foreign-trained nurses","TOT","Total","2007","2007",0,,
"IRL","Ireland","SFTN","% of foreign-trained nurses","TOT","Total","2008","2008",0,,
"IRL","Ireland","SFTN","% of foreign-trained nurses","TOT","Total","2009","2009",0,,
"IRL","Ireland","SFTN","% of foreign-trained nurses","TOT","Total","2010","2010",0,,
"IRL","Ireland","SFTN","% of foreign-trained nurses","TOT","Total","2011","2011",0,,
"IRL","Ireland","SFTN","% of foreign-trained nurses","TOT","Total","2012","2012",0,,
"IRL","Ireland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2002","2002",2566,,
"IRL","Ireland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2003","2003",1467,,
"IRL","Ireland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2004","2004",1600,,
"IRL","Ireland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2005","2005",2708,,
"IRL","Ireland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2006","2006",3292,,
"IRL","Ireland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2007","2007",2000,,
"IRL","Ireland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2008","2008",1225,,
"IRL","Ireland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2009","2009",464,,
"IRL","Ireland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",283,,
"IRL","Ireland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",281,,
"IRL","Ireland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",410,,
"IRL","Ireland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",493,,
"ITA","Italy","TNBN","Total number of nurses","TOT","Total","2000","2000",304159,,
"ITA","Italy","TNBN","Total number of nurses","TOT","Total","2001","2001",310122,,
"ITA","Italy","TNBN","Total number of nurses","TOT","Total","2002","2002",318394,,
"ITA","Italy","TNBN","Total number of nurses","TOT","Total","2003","2003",329209,,
"ITA","Italy","TNBN","Total number of nurses","TOT","Total","2004","2004",341670,,
"ITA","Italy","TNBN","Total number of nurses","TOT","Total","2005","2005",351950,,
"ITA","Italy","TNBN","Total number of nurses","TOT","Total","2006","2006",358747,,
"ITA","Italy","TNBN","Total number of nurses","TOT","Total","2007","2007",366756,,
"ITA","Italy","TNBN","Total number of nurses","TOT","Total","2008","2008",376835,,
"ITA","Italy","TNBN","Total number of nurses","TOT","Total","2009","2009",383170,,
"ITA","Italy","TNBN","Total number of nurses","TOT","Total","2010","2010",390664,,
"ITA","Italy","TNBN","Total number of nurses","TOT","Total","2011","2011",397859,,
"ITA","Italy","TNBN","Total number of nurses","TOT","Total","2012","2012",405624,,
"ITA","Italy","TNBN","Total number of nurses","TOT","Total","2013","2013",414448,,
"ITA","Italy","TNBN","Total number of nurses","TOT","Total","2014","2014",424813,,
"ITA","Italy","DTRN","Domestically-trained nurses","TOT","Total","2000","2000",265061,,
"ITA","Italy","DTRN","Domestically-trained nurses","TOT","Total","2001","2001",269786,,
"ITA","Italy","DTRN","Domestically-trained nurses","TOT","Total","2002","2002",275628,,
"ITA","Italy","DTRN","Domestically-trained nurses","TOT","Total","2003","2003",282429,,
"ITA","Italy","DTRN","Domestically-trained nurses","TOT","Total","2004","2004",289907,,
"ITA","Italy","DTRN","Domestically-trained nurses","TOT","Total","2005","2005",296319,,
"ITA","Italy","DTRN","Domestically-trained nurses","TOT","Total","2006","2006",300518,,
"ITA","Italy","DTRN","Domestically-trained nurses","TOT","Total","2007","2007",305681,,
"ITA","Italy","DTRN","Domestically-trained nurses","TOT","Total","2008","2008",313762,,
"ITA","Italy","DTRN","Domestically-trained nurses","TOT","Total","2009","2009",319577,,
"ITA","Italy","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",326259,,
"ITA","Italy","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",332635,,
"ITA","Italy","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",339875,,
"ITA","Italy","DTRN","Domestically-trained nurses","TOT","Total","2013","2013",344164,,
"ITA","Italy","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",345322,,
"ITA","Italy","FTNS","Foreign-trained nurses - Stock","TOT","Total","2000","2000",1825,,
"ITA","Italy","FTNS","Foreign-trained nurses - Stock","TOT","Total","2001","2001",2339,,
"ITA","Italy","FTNS","Foreign-trained nurses - Stock","TOT","Total","2002","2002",3578,,
"ITA","Italy","FTNS","Foreign-trained nurses - Stock","TOT","Total","2003","2003",5869,,
"ITA","Italy","FTNS","Foreign-trained nurses - Stock","TOT","Total","2004","2004",8709,,
"ITA","Italy","FTNS","Foreign-trained nurses - Stock","TOT","Total","2005","2005",11905,,
"ITA","Italy","FTNS","Foreign-trained nurses - Stock","TOT","Total","2006","2006",15109,,
"ITA","Italy","FTNS","Foreign-trained nurses - Stock","TOT","Total","2007","2007",18177,,
"ITA","Italy","FTNS","Foreign-trained nurses - Stock","TOT","Total","2008","2008",20151,,
"ITA","Italy","FTNS","Foreign-trained nurses - Stock","TOT","Total","2009","2009",21447,,
"ITA","Italy","FTNS","Foreign-trained nurses - Stock","TOT","Total","2010","2010",22419,,
"ITA","Italy","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",23271,,
"ITA","Italy","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",23624,,
"ITA","Italy","FTNS","Foreign-trained nurses - Stock","TOT","Total","2013","2013",21142,,
"ITA","Italy","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",20072,,
"ITA","Italy","UUUN","Unknown place of training (nurses)","TOT","Total","2000","2000",37273,,
"ITA","Italy","UUUN","Unknown place of training (nurses)","TOT","Total","2001","2001",37997,,
"ITA","Italy","UUUN","Unknown place of training (nurses)","TOT","Total","2002","2002",39188,,
"ITA","Italy","UUUN","Unknown place of training (nurses)","TOT","Total","2003","2003",40911,,
"ITA","Italy","UUUN","Unknown place of training (nurses)","TOT","Total","2004","2004",43054,,
"ITA","Italy","UUUN","Unknown place of training (nurses)","TOT","Total","2005","2005",43726,,
"ITA","Italy","UUUN","Unknown place of training (nurses)","TOT","Total","2006","2006",43120,,
"ITA","Italy","UUUN","Unknown place of training (nurses)","TOT","Total","2007","2007",42898,,
"ITA","Italy","UUUN","Unknown place of training (nurses)","TOT","Total","2008","2008",42922,,
"ITA","Italy","UUUN","Unknown place of training (nurses)","TOT","Total","2009","2009",42146,,
"ITA","Italy","UUUN","Unknown place of training (nurses)","TOT","Total","2010","2010",41986,,
"ITA","Italy","UUUN","Unknown place of training (nurses)","TOT","Total","2011","2011",41953,,
